iter	Logloss
734	0.3034463637
735	0.3033185733
736	0.3032771857
737	0.3031944018
738	0.3031684851
739	0.3031222689
740	0.3030536908
741	0.3030393153
742	0.3030278273
743	0.3029657742
744	0.3029215882
745	0.302859164
746	0.3027838347
747	0.3027293128
748	0.3027202024
749	0.302669104
750	0.3026031317
751	0.3025293775
752	0.3024808591
753	0.3024469858
754	0.3024077143
755	0.3023971877
756	0.302362489
757	0.3023396029
758	0.3022978859
759	0.3022478836
760	0.3020091889
761	0.3019500816
762	0.3018456021
763	0.3017760294
764	0.3017370674
765	0.3016400123
766	0.3015614313
767	0.3015289641
768	0.3014664224
769	0.3014261124
770	0.3013750183
771	0.3013468102
772	0.3012871985
773	0.3012789579
774	0.3011384855
775	0.3011095581
776	0.3010304275
777	0.3009998843
778	0.300956503
779	0.3009476675
780	0.300874688
781	0.3008128247
782	0.3007998282
783	0.3007434516
784	0.3007070079
785	0.3006527744
786	0.3006255357
787	0.3006010093
788	0.3005216212
789	0.3004628365
790	0.3004090654
791	0.3003827727
792	0.300331452
793	0.3002658281
794	0.3002047259
795	0.3001317833
796	0.3001082714
797	0.3001006803
798	0.3000528798
799	0.3000147642
800	0.2999423263
801	0.2999026842
802	0.2998593038
803	0.29978544
804	0.2997285448
805	0.2996845816
806	0.2996770951
807	0.2996356836
808	0.2995761782
809	0.2995059608
810	0.2994860753
811	0.2994654655
812	0.2994281878
813	0.2993627227
814	0.2993126811
815	0.2992182156
816	0.2990511347
817	0.2990314836
818	0.2990157241
819	0.298937608
820	0.2989115146
821	0.2988721378
822	0.2988241964
823	0.2987265655
824	0.298659878
825	0.2986380319
826	0.2985470463
827	0.298493864
828	0.298451474
829	0.298371919
830	0.2983295729
831	0.2983146454
832	0.2982770587
833	0.2981353539
834	0.2980951652
835	0.2980715834
836	0.2979538931
837	0.2978861217
838	0.2978600068
839	0.2978140017
840	0.2977409805
841	0.2977065163
842	0.2976505763
843	0.2976358072
844	0.2976199762
845	0.2975851466
846	0.2975058293
847	0.2974563263
848	0.2974124747
849	0.297328675
850	0.2972398133
851	0.2971320801
852	0.2970827819
853	0.2970015753
854	0.2969391396
855	0.2968974355
856	0.2968740419
857	0.2968213158
858	0.2967279552
859	0.2966524874
860	0.2966378885
861	0.2966032273
862	0.2965534019
863	0.296494667
864	0.2964646318
865	0.29637787
866	0.29633271
867	0.2963022928
868	0.2962858647
869	0.2962441834
870	0.2962162414
871	0.2962012429
872	0.2960961899
873	0.2960374109
874	0.296021644
875	0.2959369912
876	0.2958987942
877	0.2958648356
878	0.2958365317
879	0.2957779413
880	0.2957218945
881	0.295706569
882	0.295670661
883	0.2956565655
884	0.2954874186
885	0.2954644625
886	0.2954138545
887	0.2953692931
888	0.2953196182
889	0.2952773946
890	0.2952279439
891	0.2951774836
892	0.2951591581
893	0.2951196701
894	0.295084046
895	0.2950396959
896	0.2949945334
897	0.2949197085
898	0.2948734152
899	0.2948400061
900	0.2947187609
901	0.2947067089
902	0.2946402525
903	0.2945626907
904	0.294489475
905	0.2944285858
906	0.294306339
907	0.294284531
908	0.2942637019
909	0.2942368664
910	0.2941966457
911	0.294131819
912	0.2940838855
913	0.2940662164
914	0.2940407768
915	0.2940243712
916	0.2939445024
917	0.2938713131
918	0.2938281261
919	0.2937817156
920	0.2937232504
921	0.2937181069
922	0.2937075534
923	0.2936319663
924	0.293588496
925	0.2935521839
926	0.2935311313
927	0.2934937708
928	0.2934327616
929	0.2934109596
930	0.2933532004
931	0.2932992732
932	0.2932573201
933	0.2932066391
934	0.293186328
935	0.2931107662
936	0.293086029
937	0.2930241407
938	0.2930004888
939	0.2929802673
940	0.2929587678
941	0.2929009553
942	0.2928732399
943	0.2928409265
944	0.2928296185
945	0.2927947534
946	0.2927533646
947	0.2926750163
948	0.292647904
949	0.2926250346
950	0.2926080652
951	0.2925880343
952	0.2925217976
953	0.2925047385
954	0.2923903698
955	0.2923321992
956	0.2921357033
957	0.2921021387
958	0.292013878
959	0.2919962944
960	0.2919372459
961	0.2918797991
962	0.291817644
963	0.2917908955
964	0.2917795716
965	0.2917686632
966	0.291686908
967	0.2916321096
968	0.2915639554
969	0.2915440487
970	0.2915252995
971	0.2915029555
972	0.2914862684
973	0.2914792704
974	0.2914200311
975	0.2913817031
976	0.291353831
977	0.2913331476
978	0.2912714187
979	0.2911861127
980	0.2911075703
981	0.2910716446
982	0.2910387338
983	0.2910134102
984	0.290936781
985	0.2908247322
986	0.2907671038
987	0.2907178889
988	0.2906746364
989	0.2906465598
990	0.2905750632
991	0.2904774951
992	0.2904655931
993	0.2903912288
994	0.2903478137
995	0.2902820858
996	0.2902376107
997	0.2901903338
998	0.290143161
999	0.2900746256
